ID,startBin#,endBin#,width(bins),totalSpikeCount,peakBin,peakHeight(spikes),Interval(bins)
2925,4276413,4276433,21,110652,4276424,8615,669
2926,4277383,4277404,22,110731,4277394,8519,970
2927,4278015,4278036,22,110715,4278026,8580,632
2928,4278559,4278580,22,110674,4278570,8534,544
2929,4278747,4278769,23,102993,4278759,7315,189
2930,4279372,4279393,22,110686,4279384,8583,625
2931,4282227,4282249,23,110658,4282239,8460,2855
2932,4282582,4282603,22,110114,4282593,8181,354
2933,4283119,4283141,23,110634,4283131,8469,538
2934,4284057,4284078,22,110585,4284068,8458,937
2935,4286203,4286225,23,110666,4286215,8501,2147
2936,4289981,4290002,22,110623,4289993,8416,3778
2937,4292877,4292898,22,110687,4292888,8487,2895
2938,4293306,4293327,22,110601,4293317,8510,429
2939,4295930,4295951,22,110698,4295941,8498,2624
2940,4297081,4297102,22,110675,4297092,8586,1151
2941,4297885,4297906,22,110706,4297896,8515,804
2942,4298165,4298187,23,107215,4298177,8049,281
2943,4299312,4299332,21,110594,4299323,8546,1146
2944,4299790,4299811,22,110654,4299802,8492,479
2945,4300091,4300113,23,110040,4300103,8324,301
2946,4300395,4300417,23,110182,4300407,8294,304
2947,4301027,4301048,22,110650,4301039,8514,632
2948,4302572,4302592,21,110673,4302583,8587,1544
2949,4302926,4302947,22,110741,4302938,8417,355
2950,4304736,4304757,22,110673,4304747,8561,1809
2951,4304936,4304958,23,102873,4304948,7379,201
2952,4305192,4305214,23,104568,4305204,7718,256
2953,4306078,4306099,22,110696,4306089,8564,885
2954,4307857,4307878,22,110693,4307869,8523,1780
2955,4308276,4308297,22,110692,4308287,8412,418
2956,4310030,4310051,22,110606,4310042,8391,1755
2957,4310424,4310445,22,110474,4310436,8308,394
2958,4311695,4311716,22,110621,4311706,8380,1270
2959,4317662,4317683,22,110639,4317674,8434,5968
2960,4319107,4319128,22,110611,4319118,8385,1444
2961,4320732,4320753,22,110709,4320744,8571,1626
2962,4321932,4321953,22,110742,4321943,8602,1199
2963,4322460,4322481,22,110654,4322472,8549,529
2964,4322761,4322782,22,110320,4322772,8297,300
2965,4323081,4323102,22,110897,4323092,8345,320
2966,4324599,4324620,22,110736,4324611,8635,1519
2967,4327597,4327618,22,110735,4327609,8631,2998
2968,4328573,4328594,22,110710,4328584,8602,975
2969,4332461,4332481,21,110678,4332472,8614,3888
2970,4333563,4333583,21,110727,4333574,8637,1102
2971,4334796,4334817,22,110747,4334807,8527,1233
2972,4336562,4336582,21,110723,4336573,8625,1766
2973,4336780,4336802,23,102822,4336792,7441,219
2974,4339706,4339727,22,110780,4339718,8626,2926
2975,4340927,4340947,21,111163,4340938,8815,1220
2976,4341328,4341349,22,111090,4341339,8557,401
2977,4342097,4342118,22,111265,4342108,8706,769
2978,4342449,4342470,22,111289,4342461,8612,353
2979,4344039,4344059,21,111224,4344050,8813,1589
2980,4344551,4344572,22,111036,4344562,8702,512
2981,4345890,4345911,22,111248,4345901,8727,1339
2982,4347151,4347172,22,111286,4347162,8662,1261
2983,4353387,4353407,21,111330,4353398,8804,6236
2984,4355370,4355390,21,111374,4355381,8748,1983
2985,4355932,4355952,21,111127,4355943,8715,562
2986,4356737,4356758,22,111320,4356748,8689,805
2987,4357494,4357514,21,111284,4357505,8782,757
2988,4357795,4357817,23,111462,4357807,8541,302
2989,4357995,4358017,23,103450,4358007,7581,200
2990,4359528,4359548,21,111325,4359539,8789,1532
2991,4360398,4360418,21,111519,4360409,8860,870
2992,4361144,4361165,22,111520,4361155,8764,746
2993,4362479,4362500,22,111581,4362490,8780,1335
2994,4363184,4363205,22,111494,4363195,8848,705
2995,4364716,4364736,21,111579,4364727,8854,1532
2996,4365218,4365238,21,111143,4365229,8773,502
2997,4365947,4365967,21,111487,4365958,8775,729
2998,4366669,4366689,21,111443,4366680,8852,722
2999,4367157,4367177,21,111154,4367168,8729,488
3000,4367594,4367614,21,111107,4367605,8755,437
3001,4367885,4367907,23,111402,4367897,8563,292
3002,4368713,4368734,22,111552,4368725,8820,828
3003,4369153,4369173,21,111063,4369164,8753,439
3004,4369510,4369531,22,111366,4369521,8622,357
3005,4370149,4370170,22,110674,4370161,8513,640
3006,4372077,4372098,22,110721,4372088,8648,1927
3007,4373214,4373235,22,110711,4373225,8576,1137
3008,4375771,4375791,21,110629,4375782,8607,2557
3009,4375997,4376019,23,102946,4376009,7582,227
3010,4376551,4376572,22,110660,4376562,8619,553
3011,4378604,4378624,21,110637,4378615,8640,2053
3012,4379870,4379891,22,110735,4379881,8545,1266
3013,4382698,4382718,21,110716,4382709,8665,2828
3014,4383213,4383234,22,110662,4383224,8578,515
3015,4383687,4383708,22,110662,4383699,8590,475
3016,4384911,4384932,22,110717,4384923,8632,1224
3017,4385987,4386008,22,110741,4385998,8576,1075
3018,4386986,4387007,22,110729,4386998,8574,1000
3019,4388461,4388482,22,110758,4388473,8576,1475
3020,4389442,4389463,22,110731,4389454,8626,981
3021,4389851,4389871,21,110602,4389862,8582,408
3022,4390261,4390282,22,110648,4390273,8462,411
3023,4392094,4392115,22,110639,4392106,8553,1833
3024,4393109,4393130,22,110692,4393120,8505,1014
3025,4395368,4395388,21,110602,4395379,8608,2259
3026,4395993,4396014,22,110664,4396004,8605,625
3027,4396394,4396415,22,110644,4396406,8509,402
3028,4397244,4397265,22,110707,4397256,8599,850
3029,4397643,4397664,22,110606,4397655,8508,399
3030,4398535,4398556,22,110673,4398546,8621,891
3031,4400026,4400047,22,110649,4400037,8598,1491
3032,4400259,4400281,23,102785,4400271,7534,234
3033,4400631,4400652,22,110612,4400642,8370,371
3034,4401407,4401428,22,110638,4401419,8570,777
3035,4401787,4401808,22,110591,4401798,8373,379
3036,4401957,4401981,25,100472,4401970,6994,172
3037,4402504,4402525,22,110641,4402516,8433,546
3038,4403309,4403330,22,110650,4403320,8537,804
3039,4404513,4404534,22,110621,4404525,8525,1205
3040,4405110,4405131,22,110652,4405122,8415,597
3041,4406636,4406657,22,110645,4406647,8548,1525
3042,4408910,4408931,22,110659,4408921,8556,2274
3043,4411166,4411187,22,110598,4411177,8355,2256
3044,4411706,4411727,22,110561,4411718,8311,541
3045,4412284,4412305,22,110563,4412296,8345,578
3046,4412507,4412529,23,102384,4412519,7363,223
3047,4413597,4413618,22,110588,4413608,8378,1089
3048,4414598,4414619,22,110591,4414609,8359,1001
3049,4415076,4415098,23,110562,4415088,8384,479
3050,4416830,4416851,22,110574,4416841,8437,1753
3051,4417328,4417349,22,110576,4417340,8312,499
3052,4417551,4417573,23,102425,4417563,7318,223
3053,4418501,4418522,22,110588,4418512,8406,949
3054,4419379,4419401,23,110628,4419391,8423,879
3055,4419966,4419987,22,110543,4419977,8394,586
3056,4422229,4422251,23,110532,4422241,8275,2264
3057,4423398,4423420,23,110518,4423410,8318,1169
3058,4424290,4424311,22,110471,4424302,8182,892
3059,4425134,4425156,23,110508,4425146,8260,844
3060,4426142,4426164,23,110530,4426154,8278,1008
3061,4427792,4427814,23,110554,4427804,8189,1650
3062,4428303,4428324,22,110363,4428314,8188,510
3063,4428981,4429003,23,110534,4428993,8194,679
3064,4431616,4431637,22,110516,4431627,8212,2634
3065,4432872,4432894,23,110543,4432884,8345,1257
3066,4433611,4433633,23,110544,4433623,8313,739
3067,4434222,4434244,23,110525,4434234,8310,611
3068,4435470,4435492,23,110563,4435482,8308,1248
3069,4436062,4436084,23,110512,4436074,8264,592
3070,4436541,4436562,22,110403,4436552,8143,478
3071,4437046,4437068,23,110480,4437058,8243,506
3072,4437327,4437349,23,102748,4437339,7448,281
3073,4437891,4437913,23,110526,4437903,8310,564
3074,4440948,4440970,23,110419,4440960,8200,3057
3075,4441756,4441778,23,110431,4441768,8193,808
3076,4443312,4443334,23,110440,4443324,8202,1556
3077,4443612,4443634,23,102663,4443624,7419,300
3078,4446040,4446062,23,110410,4446052,8194,2428
3079,4447223,4447245,23,110453,4447235,8239,1183
3080,4447547,4447569,23,103161,4447559,7539,324
3081,4448045,4448067,23,110046,4448057,8158,498
3082,4449054,4449075,22,110369,4449065,8150,1008
3083,4452741,4452763,23,110309,4452753,8115,3688
3084,4454417,4454439,23,110318,4454429,8117,1676
3085,4455422,4455444,23,110334,4455434,8162,1005
3086,4456749,4456771,23,110365,4456761,8177,1327
3087,4457803,4457825,23,110338,4457815,8176,1054
3088,4458333,4458355,23,110010,4458345,8115,530
3089,4459794,4459815,22,110294,4459806,8102,1461
3090,4460803,4460825,23,110503,4460815,8218,1009
3091,4461108,4461130,23,103132,4461120,7477,305
3092,4464251,4464273,23,110559,4464263,8251,3143
3093,4464646,4464668,23,108910,4464658,8083,395
3094,4464889,4464912,24,102420,4464902,7270,244
3095,4465311,4465333,23,109723,4465323,8112,421
3096,4465868,4465890,23,110486,4465880,8235,557
3097,4467445,4467467,23,110526,4467457,8264,1577
3098,4468093,4468115,23,110548,4468105,8257,648
3099,4469157,4469178,22,110472,4469169,8186,1064
3100,4470943,4470965,23,110291,4470955,8147,1786
3101,4475534,4475556,23,110378,4475546,8183,4591
3102,4476345,4476367,23,110297,4476357,8101,811
3103,4476786,4476808,23,108619,4476798,7993,441
3104,4477746,4477767,22,110239,4477757,8108,959
3105,4478181,4478203,23,108395,4478193,7939,436
3106,4479711,4479733,23,110318,4479723,8195,1530
3107,4482132,4482154,23,110556,4482144,8180,2421
3108,4483317,4483338,22,110491,4483328,8233,1184
3109,4483687,4483709,23,107495,4483699,7886,371
3110,4485278,4485300,23,110530,4485290,8314,1591
3111,4485712,4485734,23,109891,4485724,8104,434
3112,4486321,4486343,23,110497,4486333,8238,609
3113,4487120,4487142,23,110548,4487132,8259,799
3114,4488228,4488250,23,110524,4488240,8246,1108
3115,4488455,4488478,24,102390,4488468,7166,228
3116,4489519,4489540,22,110510,4489531,8173,1063
3117,4490645,4490666,22,110237,4490656,8093,1125
3118,4492584,4492606,23,110296,4492596,8129,1940
3119,4493778,4493800,23,110304,4493790,8180,1194
3120,4494957,4494979,23,110272,4494969,8204,1179
3121,4496550,4496571,22,110232,4496561,8118,1592
3122,4500369,4500390,22,110571,4500381,8291,3820
3123,4502496,4502518,23,110610,4502508,8327,2127
3124,4504428,4504449,22,110559,4504439,8251,1931
3125,4504673,4504696,24,102447,4504686,7334,247
3126,4506262,4506284,23,110599,4506274,8273,1588
3127,4507779,4507801,23,110617,4507791,8302,1517
3128,4509261,4509282,22,110579,4509272,8251,1481
3129,4509954,4509975,22,110557,4509966,8221,694
3130,4511163,4511185,23,110633,4511175,8352,1209
3131,4511532,4511553,22,109410,4511543,8018,368
3132,4512675,4512696,22,110559,4512686,8339,1143
3133,4513262,4513284,23,110614,4513274,8304,588
3134,4513749,4513771,23,110533,4513761,8266,487
3135,4515702,4515724,23,110604,4515714,8313,1953
3136,4516088,4516109,22,109890,4516099,8115,385
3137,4517453,4517475,23,110649,4517465,8322,1366
3138,4520294,4520316,23,110613,4520306,8363,2841
3139,4520653,4520675,23,109403,4520665,8157,359
3140,4520990,4521012,23,107879,4521002,7996,337
3141,4521425,4521446,22,110449,4521436,8277,434
3142,4521646,4521669,24,102401,4521659,7227,223
3143,4522925,4522946,22,110562,4522937,8311,1278
3144,4524390,4524411,22,110608,4524402,8311,1465
3145,4524645,4524667,23,102559,4524657,7415,255
3146,4525942,4525964,23,110640,4525954,8322,1297
3147,4526149,4526172,24,102214,4526161,7182,207
3148,4526551,4526572,22,110279,4526562,8161,401
3149,4527379,4527400,22,110565,4527390,8285,828
3150,4528298,4528319,22,110575,4528309,8334,919
3151,4528594,4528616,23,104038,4528606,7615,297
3152,4529358,4529380,23,110612,4529370,8374,764
3153,4530098,4530120,23,110409,4530110,8205,740
3154,4530312,4530335,24,101949,4530325,7007,215
3155,4530547,4530570,24,102402,4530559,7159,234
3156,4531683,4531705,23,110406,4531695,8178,1136
3157,4531886,4531910,25,101009,4531899,6930,204
3158,4535632,4535654,23,110412,4535644,8151,3745
3159,4536445,4536467,23,110399,4536457,8215,813
3160,4537975,4537997,23,110394,4537987,8188,1530
3161,4538566,4538588,23,110307,4538578,8153,591
3162,4540005,4540027,23,110337,4540017,8157,1439
3163,4540448,4540470,23,108432,4540460,7915,443
3164,4541635,4541657,23,110326,4541647,8080,1187
3165,4542809,4542831,23,110283,4542821,8115,1174
3166,4544153,4544175,23,110280,4544165,8157,1344
3167,4544650,4544672,23,109631,4544662,8023,497
3168,4545079,4545101,23,108038,4545091,7911,429
3169,4545718,4545740,23,110243,4545730,8124,639
3170,4546306,4546328,23,110125,4546318,8143,588
3171,4548330,4548352,23,110298,4548342,8192,2024
3172,4551556,4551578,23,109175,4551568,8046,3226
3173,4553504,4553526,23,109156,4553516,8012,1948
3174,4556701,4556723,23,109112,4556713,8004,3197
3175,4557377,4557399,23,108837,4557389,7951,676
3176,4558037,4558059,23,108784,4558049,7979,660
3177,4559199,4559221,23,109103,4559211,7913,1162
3178,4559642,4559664,23,104927,4559654,7662,443
3179,4562461,4562483,23,110312,4562473,8082,2819
3180,4563924,4563946,23,110357,4563936,8167,1463
3181,4565518,4565540,23,110320,4565530,8124,1594
3182,4566246,4566267,22,110190,4566257,8102,727
3183,4566461,4566484,24,101957,4566474,7073,217
3184,4567475,4567497,23,110294,4567487,8176,1013
3185,4568744,4568765,22,110258,4568755,8075,1268
3186,4569109,4569131,23,104074,4569121,7557,366
3187,4569534,4569556,23,107591,4569546,7804,425
3188,4569890,4569912,23,103696,4569902,7504,356
3189,4570788,4570810,23,109149,4570799,7922,897
3190,4572174,4572196,23,109227,4572186,8021,1387
3191,4573123,4573145,23,109148,4573135,7972,949
3192,4574356,4574378,23,109212,4574368,8019,1233
3193,4574708,4574731,24,102119,4574721,7299,353
3194,4575357,4575379,23,108795,4575369,7914,648
3195,4576398,4576420,23,109215,4576410,8003,1041
3196,4577381,4577403,23,109228,4577393,8031,983
3197,4578525,4578547,23,109143,4578537,7942,1144
3198,4579199,4579221,23,108829,4579211,7956,674
3199,4579810,4579832,23,108643,4579822,7944,611
3200,4580270,4580292,23,102380,4580282,7398,460
3201,4580526,4580550,25,101903,4580539,7086,257
3202,4581116,4581138,23,103581,4581128,7420,589
3203,4584483,4584505,23,104662,4584495,7538,3367
3204,4584717,4584741,25,101531,4584730,6969,235
3205,4585432,4585454,23,104282,4585444,7510,714
3206,4585891,4585914,24,102323,4585903,7280,459
3207,4586880,4586903,24,104697,4586893,7505,990
3208,4590311,4590333,23,106745,4590323,7788,3430
3209,4592570,4592593,24,106753,4592582,7730,2259
3210,4595003,4595025,23,106668,4595015,7674,2433
3211,4595953,4595975,23,106606,4595965,7754,950
3212,4597744,4597766,23,106755,4597756,7785,1791
3213,4598642,4598664,23,106722,4598654,7760,898
3214,4599014,4599037,24,101837,4599027,7250,373
3215,4599274,4599297,24,102095,4599287,7130,260
3216,4599584,4599607,24,101639,4599597,7189,310
3217,4600385,4600407,23,105814,4600397,7691,800
3218,4602103,4602126,24,106117,4602115,7640,1718
3219,4603207,4603230,24,106217,4603219,7715,1104
3220,4605380,4605402,23,106036,4605392,7672,2173
3221,4605835,4605857,23,102757,4605847,7422,455
3222,4607022,4607045,24,106118,4607035,7645,1188
3223,4611886,4611908,23,109997,4611898,8054,4863
3224,4612577,4612599,23,109906,4612589,8095,691
3225,4613337,4613359,23,109902,4613349,8107,760
3226,4613588,4613611,24,102391,4613601,7215,252
3227,4614489,4614511,23,109928,4614500,8011,899
3228,4616840,4616862,23,110007,4616852,8062,2352
3229,4617247,4617269,23,104954,4617259,7660,407
3230,4617871,4617893,23,109661,4617883,8074,624
3231,4618579,4618601,23,109897,4618591,8084,708
3232,4622343,4622365,23,109564,4622355,8003,3764
3233,4622700,4622722,23,102312,4622712,7417,357
3234,4623188,4623210,23,107210,4623200,7811,488
3235,4625248,4625270,23,109529,4625260,8050,2060
3236,4627707,4627729,23,109563,4627719,8063,2459
3237,4630162,4630184,23,110549,4630174,8217,2455
3238,4630769,4630791,23,110534,4630781,8231,607
3239,4631595,4631616,22,110494,4631606,8211,825
3240,4632663,4632685,23,110590,4632675,8273,1069
3241,4632956,4632979,24,102797,4632969,7366,294
3242,4633722,4633743,22,110531,4633733,8166,764
3243,4634993,4635015,23,110562,4635005,8244,1272
3244,4635476,4635498,23,110272,4635488,8122,483
3245,4636078,4636100,23,110516,4636090,8227,602
3246,4636612,4636634,23,110436,4636624,8215,534
3247,4637391,4637412,22,110502,4637402,8164,778
3248,4637997,4638019,23,110501,4638009,8147,607
3249,4642187,4642209,23,109461,4642199,8093,4190
3250,4643158,4643180,23,109450,4643170,7942,971
3251,4643636,4643659,24,106890,4643649,7707,479
3252,4645229,4645251,23,109506,4645241,8006,1592
3253,4645465,4645489,25,102322,4645478,7139,237
3254,4646034,4646056,23,108713,4646046,7988,568
3255,4646837,4646859,23,109422,4646848,7978,802
3256,4647146,4647168,23,101986,4647158,7345,310
3257,4648636,4648658,23,109523,4648648,7993,1490
3258,4649312,4649334,23,109267,4649324,7986,676
3259,4650581,4650603,23,106694,4650593,7790,1269
3260,4652381,4652403,23,106675,4652393,7700,1800
3261,4652728,4652750,23,101665,4652740,7302,347
3262,4653639,4653661,23,106726,4653651,7789,911
3263,4654118,4654140,23,103567,4654130,7509,479
3264,4659063,4659086,24,106682,4659075,7683,4945
3265,4659345,4659368,24,101911,4659357,7127,282
3266,4659654,4659677,24,101673,4659666,7162,309
3267,4662823,4662845,23,108606,4662835,7956,3169
3268,4663274,4663296,23,104355,4663286,7588,451
3269,4663750,4663772,23,105158,4663762,7625,476
3270,4666630,4666652,23,108577,4666642,7934,2880
3271,4667099,4667121,23,105019,4667111,7667,469
3272,4667430,4667453,24,101868,4667443,7251,332
3273,4668162,4668184,23,108328,4668173,7847,730
3274,4668782,4668804,23,107827,4668794,7887,621
3275,4668969,4668994,26,94922,4668983,6321,189
3276,4671728,4671750,23,108114,4671740,7924,2757
3277,4672927,4672949,23,108234,4672939,7885,1199
3278,4673927,4673949,23,108160,4673939,7910,1000
3279,4674839,4674861,23,108028,4674851,7878,912
3280,4676548,4676570,23,108108,4676560,7912,1709
3281,4676941,4676963,23,102340,4676953,7382,393
3282,4677190,4677213,24,102311,4677202,7109,249
3283,4677948,4677970,23,107836,4677960,7856,758
3284,4678674,4678696,23,107775,4678686,7882,726
3285,4679231,4679253,23,106461,4679243,7760,557
3286,4679948,4679970,23,107945,4679960,7859,717
3287,4680339,4680362,24,101681,4680351,7182,391
3288,4680921,4680943,23,102894,4680933,7391,582
3289,4681548,4681570,23,103064,4681560,7437,627
3290,4681902,4681925,24,101522,4681915,7200,355
3291,4683351,4683374,24,103763,4683363,7457,1448
3292,4683897,4683920,24,102671,4683909,7361,546
3293,4684265,4684287,23,101542,4684277,7248,368
3294,4685391,4685413,23,103713,4685403,7461,1126
3295,4686720,4686742,23,103672,4686732,7459,1329
3296,4687919,4687941,23,103698,4687931,7454,1199
3297,4688386,4688409,24,102165,4688398,7259,467
3298,4690084,4690106,23,102059,4690096,7313,1698
3299,4691381,4691404,24,102063,4691393,7280,1297
3300,4691833,4691856,24,101620,4691845,7199,452
3301,4692444,4692466,23,101822,4692456,7244,611
3302,4693920,4693943,24,102046,4693932,7265,1476
3303,4695005,4695027,23,102040,4695017,7314,1085
3304,4697736,4697759,24,102050,4697749,7226,2732
3305,4699070,4699092,23,102014,4699082,7311,1333
3306,4700509,4700532,24,102726,4700521,7349,1439
