ID,startBin#,endBin#,width(bins),totalSpikeCount,peakBin,peakHeight(spikes),Interval(bins)
2378,3630596,3630619,24,101376,3630609,6951,1669
2379,3634200,3634223,24,101382,3634212,6950,3603
2380,3634954,3634977,24,101419,3634966,6984,754
2381,3635996,3636020,25,101409,3636009,6997,1043
2382,3637972,3637995,24,101389,3637984,6941,1975
2383,3639162,3639185,24,101374,3639174,6942,1190
2384,3639483,3639508,26,100332,3639497,6703,323
2385,3639909,3639932,24,101379,3639921,6885,424
2386,3640721,3640745,25,101500,3640734,7085,813
2387,3641775,3641798,24,101478,3641787,7013,1053
2388,3643274,3643297,24,101470,3643287,6970,1500
2389,3643710,3643734,25,101471,3643723,6962,436
2390,3644878,3644901,24,101442,3644890,6982,1167
2391,3645697,3645720,24,101429,3645709,7027,819
2392,3647021,3647044,24,101457,3647033,7062,1324
2393,3647893,3647916,24,101446,3647905,7051,872
2394,3648679,3648702,24,101457,3648692,7013,787
2395,3649472,3649495,24,101483,3649484,6991,792
2396,3650027,3650050,24,101405,3650040,6945,556
2397,3650781,3650805,25,101444,3650794,6992,754
2398,3651817,3651841,25,101448,3651830,7040,1036
2399,3652208,3652231,24,101364,3652220,6878,390
2400,3653329,3653352,24,101397,3653341,7011,1121
2401,3654439,3654463,25,101440,3654452,7046,1111
2402,3655085,3655109,25,101460,3655098,6989,646
2403,3656440,3656464,25,101451,3656453,7012,1355
2404,3658532,3658555,24,101417,3658544,6945,2091
2405,3659059,3659082,24,101398,3659071,6936,527
2406,3660669,3660692,24,101270,3660682,6963,1611
2407,3661576,3661600,25,101312,3661589,6983,907
2408,3662335,3662358,24,101284,3662348,6956,759
2409,3664456,3664479,24,101309,3664469,6903,2121
2410,3665022,3665046,25,101354,3665035,6933,566
2411,3665456,3665480,25,101387,3665469,6896,434
2412,3666576,3666600,25,101342,3666589,6943,1120
2413,3670274,3670297,24,101478,3670286,7014,3697
2414,3671996,3672020,25,101486,3672009,7062,1723
2415,3672870,3672893,24,101476,3672883,7047,874
2416,3673456,3673480,25,101483,3673469,7062,586
2417,3674331,3674354,24,101486,3674343,7031,874
2418,3675265,3675289,25,101529,3675278,7038,935
2419,3675634,3675658,25,101384,3675647,6921,369
2420,3676355,3676379,25,101521,3676368,7036,721
2421,3676818,3676841,24,101445,3676831,6929,463
2422,3678235,3678258,24,101477,3678248,7024,1417
2423,3679686,3679710,25,101568,3679699,7024,1451
2424,3680855,3680879,25,101360,3680868,6979,1169
2425,3681618,3681641,24,101374,3681630,6967,762
2426,3681976,3682000,25,100903,3681989,6789,359
2427,3683030,3683053,24,101371,3683042,6956,1053
2428,3683475,3683499,25,101409,3683488,6906,446
2429,3685144,3685168,25,101359,3685157,6977,1669
2430,3687354,3687377,24,101306,3687367,6903,2210
2431,3688324,3688347,24,101314,3688336,6913,969
2432,3689203,3689226,24,101363,3689215,6966,879
2433,3689521,3689546,26,99727,3689534,6643,319
2434,3690489,3690513,25,101224,3690502,6945,968
2435,3693475,3693498,24,101153,3693488,6914,2986
2436,3694270,3694294,25,101206,3694283,6935,795
2437,3695778,3695802,25,101163,3695791,6923,1508
2438,3696572,3696595,24,101155,3696584,6899,793
2439,3697613,3697636,24,101135,3697625,6892,1041
2440,3699040,3699063,24,101154,3699053,6895,1428
2441,3700614,3700637,24,101424,3700626,7035,1573
2442,3701862,3701885,24,101440,3701875,7007,1249
2443,3702915,3702939,25,101512,3702928,7000,1053
2444,3704806,3704829,24,101444,3704818,6973,1890
2445,3705524,3705547,24,101454,3705537,6985,719
2446,3706180,3706204,25,101508,3706193,7040,656
2447,3706567,3706591,25,101411,3706580,6899,387
2448,3707665,3707689,25,101482,3707678,7019,1098
2449,3710372,3710395,24,101499,3710384,7066,2706
2450,3712169,3712192,24,101499,3712181,7045,1797
2451,3713431,3713455,25,101517,3713444,7070,1263
2452,3713716,3713740,25,99195,3713729,6681,285
2453,3714212,3714236,25,101495,3714225,7031,496
2454,3715529,3715552,24,101511,3715541,7068,1316
2455,3716317,3716340,24,101486,3716330,6978,789
2456,3716690,3716714,25,101419,3716703,6951,373
2457,3717276,3717299,24,101508,3717289,7041,586
2458,3717684,3717707,24,101434,3717696,6922,407
2459,3718131,3718154,24,101462,3718144,6929,448
2460,3719510,3719533,24,101503,3719522,7037,1378
2461,3719918,3719941,24,101445,3719930,6972,408
2462,3723156,3723179,24,101240,3723168,6935,3238
2463,3724387,3724410,24,101252,3724399,6904,1231
2464,3724814,3724838,25,101235,3724827,6850,428
2465,3726289,3726312,24,101285,3726301,6890,1474
2466,3726911,3726934,24,101313,3726924,6873,623
2467,3727922,3727946,25,101319,3727935,6951,1011
2468,3729789,3729813,25,101300,3729802,6936,1867
2469,3731066,3731089,24,101452,3731078,7015,1276
2470,3733185,3733208,24,101468,3733197,7019,2119
2471,3733645,3733669,25,101496,3733658,6972,461
2472,3735582,3735605,24,101469,3735595,6958,1937
2473,3737465,3737488,24,101473,3737477,7004,1882
2474,3740165,3740188,24,101517,3740178,7175,2701
2475,3742247,3742270,24,101561,3742259,7135,2081
2476,3742795,3742818,24,101518,3742808,7102,549
2477,3743287,3743310,24,101506,3743299,7078,491
2478,3744661,3744684,24,101546,3744673,7132,1374
2479,3745259,3745282,24,101538,3745271,7109,598
2480,3746594,3746617,24,101533,3746606,7145,1335
2481,3747897,3747920,24,101574,3747909,7171,1303
2482,3749599,3749622,24,101530,3749611,7125,1702
2483,3750054,3750077,24,101528,3750066,7101,455
2484,3752285,3752308,24,101578,3752297,7097,2231
2485,3753315,3753338,24,101528,3753327,7172,1030
2486,3754019,3754042,24,101552,3754032,7141,705
2487,3756483,3756505,23,101515,3756495,7106,2463
2488,3756866,3756889,24,101429,3756879,7051,384
2489,3758539,3758562,24,101559,3758551,7104,1672
2490,3759290,3759313,24,101513,3759303,7089,752
2491,3760055,3760078,24,101593,3760068,7153,765
2492,3760738,3760760,23,101517,3760750,7209,682
2493,3763630,3763653,24,101592,3763643,7115,2893
2494,3764519,3764542,24,101593,3764532,7151,889
2495,3765449,3765472,24,101581,3765461,7156,929
2496,3765875,3765898,24,101551,3765888,7123,427
2497,3767608,3767631,24,101589,3767620,7141,1732
2498,3768095,3768118,24,101562,3768107,7127,487
2499,3770513,3770536,24,101647,3770526,7235,2419
2500,3772235,3772257,23,101618,3772247,7238,1721
2501,3774154,3774177,24,101644,3774166,7212,1919
2502,3774997,3775020,24,101658,3775009,7169,843
2503,3775689,3775712,24,101632,3775702,7183,693
2504,3778851,3778874,24,101658,3778863,7211,3161
2505,3780086,3780108,23,102376,3780098,7410,1235
2506,3780796,3780818,23,102235,3780808,7336,710
2507,3781344,3781367,24,101971,3781357,7347,549
2508,3781667,3781690,24,101721,3781680,7176,323
2509,3783428,3783451,24,102386,3783441,7318,1761
2510,3783834,3783856,23,101577,3783846,7222,405
2511,3784455,3784477,23,102080,3784467,7320,621
2512,3785051,3785074,24,102056,3785063,7308,596
2513,3785896,3785919,24,102424,3785909,7283,846
2514,3786505,3786527,23,102064,3786517,7377,608
2515,3786874,3786897,24,101585,3786887,7126,370
2516,3788063,3788086,24,102428,3788076,7364,1189
2517,3790047,3790070,24,101648,3790059,7203,1983
2518,3790858,3790881,24,101670,3790870,7221,811
2519,3792350,3792372,23,101648,3792362,7249,1492
2520,3795181,3795203,23,101640,3795193,7249,2831
2521,3796024,3796046,23,101616,3796036,7233,843
2522,3798551,3798573,23,101599,3798563,7222,2527
2523,3799105,3799128,24,101600,3799118,7189,555
2524,3800314,3800336,23,102085,3800326,7364,1208
2525,3800922,3800945,24,101910,3800934,7228,608
2526,3804336,3804358,23,102069,3804348,7356,3414
2527,3806525,3806548,24,102119,3806537,7307,2189
2528,3806837,3806860,24,101679,3806850,7150,313
2529,3807245,3807267,23,101521,3807257,7214,407
2530,3807917,3807939,23,101939,3807929,7355,672
2531,3808786,3808808,23,102077,3808798,7369,869
2532,3810433,3810455,23,102968,3810445,7452,1647
2533,3811050,3811073,24,102460,3811063,7327,618
2534,3813911,3813934,24,103001,3813923,7384,2860
2535,3815291,3815313,23,102957,3815303,7405,1380
2536,3815896,3815918,23,102378,3815908,7381,605
2537,3816339,3816362,24,101727,3816352,7281,444
2538,3817444,3817466,23,102911,3817456,7427,1104
2539,3818373,3818396,24,102939,3818386,7389,930
2540,3819144,3819166,23,102818,3819156,7446,770
2541,3819905,3819927,23,102747,3819917,7428,761
2542,3820735,3820758,24,102083,3820747,7309,830
2543,3821483,3821506,24,102023,3821496,7302,749
2544,3822275,3822297,23,101993,3822287,7336,791
2545,3822840,3822862,23,101770,3822852,7303,565
2546,3823130,3823153,24,101933,3823142,7041,290
2547,3823705,3823728,24,101842,3823717,7273,575
2548,3824152,3824174,23,101558,3824164,7237,447
2549,3824749,3824772,24,101847,3824762,7235,598
2550,3825712,3825735,24,102098,3825725,7310,963
2551,3827965,3827987,23,102057,3827977,7328,2252
2552,3829743,3829765,23,102041,3829755,7298,1778
2553,3830477,3830500,24,101612,3830490,7199,735
2554,3831814,3831837,24,101644,3831827,7260,1337
2555,3833869,3833892,24,101651,3833882,7232,2055
2556,3834763,3834785,23,101610,3834775,7263,893
2557,3835356,3835379,24,101601,3835368,7235,593
2558,3836353,3836375,23,101564,3836365,7248,997
2559,3837568,3837590,23,101602,3837580,7218,1215
2560,3838697,3838720,24,101607,3838710,7227,1130
2561,3839510,3839533,24,101601,3839523,7196,813
2562,3841249,3841272,24,101650,3841262,7160,1739
2563,3841661,3841683,23,101408,3841673,7183,411
2564,3843201,3843223,23,101611,3843213,7299,1540
2565,3843531,3843554,24,101479,3843544,7005,331
2566,3845514,3845536,23,101607,3845526,7260,1982
2567,3846497,3846519,23,101630,3846509,7233,983
2568,3847446,3847469,24,101659,3847459,7179,950
2569,3848204,3848227,24,101637,3848217,7157,758
2570,3849013,3849035,23,101601,3849025,7242,808
2571,3852121,3852143,23,101569,3852133,7249,3108
2572,3852853,3852875,23,101585,3852865,7241,732
2573,3854461,3854484,24,101655,3854473,7174,1608
2574,3855209,3855231,23,101584,3855221,7298,748
2575,3856301,3856324,24,101630,3856313,7219,1092
2576,3857526,3857549,24,101649,3857538,7226,1225
2577,3858252,3858274,23,101665,3858264,7246,726
2578,3858630,3858653,24,101478,3858643,7055,379
2579,3859251,3859274,24,101607,3859263,7203,620
2580,3859545,3859569,25,101489,3859558,7042,295
2581,3860299,3860322,24,101575,3860311,7127,753
2582,3862358,3862381,24,101599,3862370,7145,2059
2583,3864586,3864609,24,101581,3864599,7194,2229
2584,3865204,3865227,24,101546,3865217,7139,618
2585,3867302,3867325,24,101547,3867314,7138,2097
2586,3869628,3869651,24,101552,3869641,7131,2327
2587,3870970,3870993,24,101992,3870983,7242,1342
2588,3873877,3873900,24,102041,3873889,7288,2906
2589,3874626,3874648,23,101942,3874638,7331,749
2590,3874913,3874937,25,101943,3874926,7079,288
2591,3876731,3876754,24,102056,3876744,7296,1818
2592,3877713,3877735,23,102014,3877725,7347,981
2593,3878302,3878324,23,101719,3878314,7288,589
2594,3879210,3879233,24,101990,3879222,7245,908
2595,3880167,3880190,24,102832,3880179,7373,957
2596,3880842,3880864,23,102475,3880854,7374,675
2597,3881396,3881418,23,102109,3881408,7386,554
2598,3881961,3881983,23,102195,3881973,7346,565
2599,3882706,3882728,23,102613,3882718,7424,745
2600,3884002,3884025,24,102851,3884014,7398,1296
2601,3886521,3886543,23,102797,3886533,7449,2519
2602,3887117,3887139,23,102257,3887129,7369,596
2603,3889720,3889743,24,102889,3889732,7402,2603
2604,3891381,3891403,23,102786,3891393,7450,1661
2605,3894282,3894304,23,102790,3894294,7461,2901
2606,3895066,3895088,23,102652,3895078,7424,784
2607,3895370,3895393,24,101976,3895383,7176,305
2608,3896111,3896133,23,102630,3896123,7439,740
2609,3897511,3897534,24,102852,3897523,7420,1400
2610,3897913,3897936,24,101583,3897926,7213,403
2611,3898530,3898553,24,102332,3898542,7363,616
2612,3899958,3899980,23,102764,3899970,7427,1428
2613,3901335,3901358,24,102746,3901347,7351,1377
2614,3903480,3903502,23,102809,3903492,7424,2145
2615,3904158,3904181,24,102517,3904171,7368,679
2616,3904631,3904653,23,101747,3904643,7292,472
2617,3905317,3905339,23,102503,3905329,7356,686
2618,3906211,3906233,23,102694,3906223,7417,894
2619,3907405,3907427,23,102818,3907417,7412,1194
2620,3908639,3908661,23,102835,3908651,7423,1234
2621,3909724,3909747,24,102819,3909737,7379,1086
2622,3910248,3910271,24,101918,3910261,7288,524
2623,3910713,3910735,23,101705,3910725,7321,464
2624,3914227,3914250,24,102814,3914239,7427,3514
2625,3914939,3914961,23,102474,3914951,7354,712
2626,3916028,3916051,24,102742,3916041,7366,1090
2627,3916681,3916703,23,102363,3916693,7353,652
2628,3919427,3919449,23,102761,3919439,7441,2746
2629,3920132,3920154,23,106089,3920144,7764,705
2630,3920644,3920666,23,104000,3920656,7587,512
2631,3923182,3923204,23,106584,3923194,7822,2538
2632,3924207,3924229,23,106588,3924219,7765,1025
2633,3925632,3925654,23,106711,3925644,7802,1425
2634,3926866,3926888,23,106610,3926878,7772,1234
2635,3927327,3927349,23,102919,3927339,7488,461
2636,3928804,3928826,23,106494,3928816,7792,1477
2637,3930321,3930343,23,108309,3930333,7923,1517
2638,3932292,3932314,23,108240,3932304,7917,1971
2639,3932673,3932696,24,102515,3932686,7347,382
2640,3935469,3935491,23,108249,3935481,7936,2795
2641,3935707,3935730,24,102191,3935720,7126,239
2642,3936015,3936037,23,102399,3936027,7316,307
2643,3936654,3936676,23,107608,3936666,7895,639
2644,3937903,3937925,23,108170,3937915,7951,1249
2645,3938695,3938717,23,108057,3938707,7929,792
2646,3939506,3939528,23,108149,3939518,7955,811
2647,3939783,3939806,24,102483,3939796,7257,278
2648,3940645,3940667,23,103426,3940657,7469,861
2649,3941576,3941598,23,103572,3941588,7487,931
2650,3942750,3942772,23,103494,3942762,7509,1174
2651,3943375,3943397,23,102957,3943387,7437,625
2652,3944226,3944248,23,103436,3944238,7536,851
2653,3947552,3947575,24,103638,3947565,7449,3327
2654,3949555,3949578,24,103618,3949567,7443,2002
2655,3951328,3951350,23,107770,3951340,7851,1773
2656,3951720,3951742,23,102375,3951732,7424,392
2657,3952244,3952266,23,105434,3952256,7689,524
2658,3953434,3953456,23,107716,3953446,7917,1190
2659,3956098,3956120,23,107814,3956110,7834,2664
2660,3957543,3957566,24,107780,3957555,7874,1445
2661,3957870,3957893,24,102242,3957883,7303,328
2662,3960330,3960352,23,109868,3960342,8106,2459
2663,3961704,3961726,23,109797,3961716,8120,1374
2664,3962328,3962350,23,109499,3962340,8086,624
2665,3962942,3962964,23,109429,3962954,7996,614
2666,3963294,3963316,23,103044,3963306,7498,352
2667,3964111,3964132,22,109703,3964122,8060,816
2668,3964949,3964971,23,109774,3964961,8076,839
2669,3965744,3965766,23,109795,3965756,8061,795
2670,3966072,3966094,23,102707,3966084,7468,328
2671,3967040,3967062,23,109790,3967052,8128,968
2672,3968915,3968937,23,109820,3968927,8122,1875
2673,3969764,3969786,23,109765,3969776,8103,849
2674,3970560,3970582,23,105216,3970572,7658,796
2675,3970950,3970973,24,101828,3970963,7330,391
2676,3971587,3971609,23,104563,3971599,7630,636
2677,3972121,3972144,24,103516,3972133,7458,534
2678,3973639,3973661,23,105509,3973651,7705,1518
2679,3976241,3976264,24,105469,3976254,7608,2603
2680,3976824,3976846,23,104007,3976836,7587,582
2681,3977534,3977556,23,105039,3977546,7700,710
2682,3978343,3978365,23,105148,3978355,7678,809
2683,3978655,3978678,24,102108,3978668,7234,313
2684,3982324,3982346,23,102967,3982336,7457,3668
2685,3983466,3983488,23,103014,3983478,7383,1142
2686,3985057,3985079,23,103021,3985069,7438,1591
2687,3986402,3986424,23,103054,3986414,7419,1345
2688,3988016,3988038,23,103106,3988028,7464,1614
2689,3988353,3988376,24,101674,3988366,7237,338
2690,3990172,3990194,23,108275,3990184,7929,1818
2691,3990954,3990976,23,108178,3990966,7941,782
2692,3992681,3992703,23,108280,3992693,7951,1727
2693,3992985,3993008,24,102375,3992998,7303,305
2694,3993485,3993507,23,105608,3993497,7660,499
2695,3994362,3994384,23,108264,3994374,7944,877
2696,3997087,3997110,24,108353,3997099,7906,2725
2697,3999367,3999389,23,108317,3999379,8026,2280
2698,4000409,4000431,23,109213,4000421,8047,1042
2699,4002747,4002769,23,109172,4002759,7990,2338
2700,4003616,4003638,23,109129,4003628,8054,869
2701,4005119,4005141,23,109296,4005131,8022,1503
2702,4005626,4005648,23,107484,4005638,7891,507
2703,4006114,4006136,23,106925,4006126,7825,488
2704,4006948,4006970,23,109257,4006960,8059,834
2705,4007570,4007593,24,108806,4007582,7938,622
2706,4008579,4008601,23,109204,4008591,7949,1009
2707,4008875,4008898,24,102452,4008887,7286,296
2708,4009639,4009661,23,109077,4009651,7946,764
2709,4010732,4010755,24,104718,4010745,7555,1094
2710,4011357,4011379,23,103820,4011369,7511,624
2711,4012347,4012369,23,104592,4012359,7548,990
2712,4013538,4013560,23,104792,4013550,7619,1191
2713,4014414,4014436,23,104655,4014426,7633,876
2714,4016057,4016079,23,104746,4016069,7579,1643
2715,4016331,4016354,24,102341,4016344,7118,275
2716,4017172,4017195,24,104792,4017185,7566,841
2717,4018582,4018604,23,104813,4018594,7507,1409
2718,4020127,4020150,24,104375,4020139,7518,1545
2719,4021138,4021160,23,104347,4021150,7584,1011
2720,4023069,4023091,23,104386,4023081,7570,1931
2721,4023754,4023776,23,103866,4023766,7518,685
2722,4024204,4024226,23,101933,4024216,7330,450
2723,4024552,4024575,24,101719,4024565,7227,349
2724,4025703,4025725,23,104319,4025715,7575,1150
2725,4026397,4026419,23,103791,4026409,7570,694
2726,4026781,4026803,23,101703,4026793,7301,384
2727,4027636,4027659,24,104203,4027648,7525,855
2728,4028499,4028522,24,104284,4028511,7535,863
2729,4029276,4029298,23,104031,4029288,7598,777
2730,4031195,4031218,24,101836,4031207,7222,1919
2731,4031733,4031756,24,101610,4031746,7185,539
2732,4034164,4034186,23,101736,4034176,7313,2430
2733,4035020,4035043,24,101799,4035032,7248,856
2734,4036558,4036581,24,101821,4036571,7291,1539
2735,4037341,4037364,24,101811,4037353,7267,782
2736,4037666,4037689,24,101510,4037679,7122,326
2737,4038529,4038551,23,101790,4038541,7316,862
2738,4039010,4039033,24,101593,4039022,7219,481
2739,4040617,4040639,23,101819,4040629,7308,1607
2740,4041848,4041870,23,101779,4041860,7316,1231
2741,4043083,4043105,23,101797,4043095,7323,1235
2742,4044285,4044307,23,101814,4044297,7278,1202
2743,4045416,4045439,24,101849,4045428,7272,1131
2744,4049302,4049325,24,101857,4049315,7248,3887
2745,4050913,4050935,23,104347,4050925,7552,1610
2746,4052984,4053007,24,104406,4052996,7498,2071
2747,4055891,4055913,23,104374,4055903,7633,2907
2748,4058073,4058096,24,104547,4058085,7538,2182
2749,4059239,4059261,23,104305,4059251,7505,1166
2750,4061366,4061388,23,109663,4061378,8087,2127
2751,4062444,4062466,23,109625,4062456,8039,1078
2752,4063368,4063390,23,109628,4063380,8065,924
2753,4063959,4063981,23,108975,4063971,7973,591
2754,4064345,4064367,23,103808,4064357,7581,386
2755,4064923,4064945,23,108973,4064935,8052,578
2756,4065967,4065989,23,109571,4065979,8078,1044
2757,4067887,4067909,23,109599,4067899,8016,1920
2758,4068582,4068604,23,109367,4068594,8026,695
2759,4069377,4069399,23,109544,4069389,8042,795
2760,4070614,4070636,23,107326,4070626,7883,1237
2761,4070981,4071004,24,102078,4070993,7334,367
2762,4072137,4072159,23,107380,4072149,7897,1156
2763,4073606,4073628,23,107321,4073618,7848,1469
2764,4074091,4074113,23,104029,4074103,7575,485
2765,4080726,4080747,22,110168,4080737,8135,6634
2766,4081014,4081036,23,102530,4081026,7407,289
2767,4081323,4081346,24,102729,4081336,7355,310
2768,4082375,4082396,22,110205,4082387,8114,1051
2769,4083721,4083743,23,110221,4083733,8186,1346
2770,4087083,4087105,23,110240,4087095,8179,3362
2771,4088333,4088355,23,110228,4088345,8178,1250
2772,4088857,4088879,23,109651,4088869,8172,524
2773,4089936,4089957,22,110207,4089947,8138,1078
2774,4090801,4090823,23,110022,4090813,8124,866
2775,4091494,4091516,23,109971,4091506,8091,693
2776,4092386,4092408,23,110052,4092398,8163,892
2777,4094756,4094778,23,110046,4094769,8038,2371
2778,4095205,4095227,23,107688,4095217,7886,448
2779,4096149,4096171,23,110044,4096161,8120,944
2780,4098954,4098976,23,110035,4098966,8155,2805
2781,4099960,4099982,23,110062,4099972,8156,1006
2782,4103738,4103760,23,110250,4103750,8196,3778
2783,4105550,4105571,22,110245,4105561,8161,1811
2784,4106570,4106592,23,110244,4106582,8132,1021
2785,4106841,4106864,24,102485,4106853,7286,271
2786,4107681,4107703,23,110257,4107693,8165,840
2787,4108805,4108827,23,110293,4108817,8179,1124
2788,4109405,4109427,23,110096,4109417,8069,600
2789,4110305,4110327,23,110520,4110317,8294,900
2790,4111854,4111876,23,110525,4111866,8242,1549
2791,4112630,4112652,23,110524,4112642,8275,776
2792,4112948,4112970,23,103576,4112960,7533,318
2793,4113478,4113500,23,110333,4113490,8246,530
2794,4114475,4114497,23,110484,4114487,8267,997
2795,4114730,4114752,23,102468,4114742,7372,255
2796,4115913,4115934,22,110467,4115924,8222,1182
2797,4116691,4116713,23,110550,4116703,8328,779
2798,4117139,4117160,22,109873,4117150,8097,447
2799,4118291,4118312,22,110485,4118302,8162,1152
2800,4119046,4119068,23,110540,4119058,8275,756
2801,4119716,4119738,23,110490,4119728,8221,670
2802,4120876,4120898,23,109466,4120888,8058,1160
2803,4121102,4121125,24,102009,4121115,7002,227
2804,4121639,4121661,23,108197,4121651,7972,536
2805,4122272,4122294,23,108967,4122284,7935,633
2806,4124030,4124052,23,109520,4124042,7996,1758
2807,4124373,4124396,24,102576,4124386,7350,344
2808,4125247,4125269,23,109407,4125259,7998,873
2809,4125960,4125982,23,109281,4125972,7972,713
2810,4129007,4129029,23,109440,4129019,7989,3047
2811,4132295,4132317,23,108971,4132307,7976,3288
2812,4132996,4133018,23,108728,4133008,8013,701
2813,4133654,4133676,23,108525,4133666,7990,658
2814,4135898,4135920,23,109025,4135910,7936,2244
2815,4137472,4137494,23,108990,4137484,8000,1574
2816,4138679,4138701,23,109016,4138691,8029,1207
2817,4140214,4140236,23,110417,4140226,8224,1535
2818,4141882,4141903,22,110330,4141893,8178,1667
2819,4142588,4142610,23,110328,4142600,8167,707
2820,4142942,4142965,24,104329,4142954,7580,354
2821,4144000,4144022,23,110370,4144012,8214,1058
2822,4144854,4144876,23,110365,4144866,8198,854
2823,4150515,4150536,22,110569,4150527,8246,5661
2824,4151466,4151488,23,110606,4151478,8350,951
2825,4152919,4152941,23,110629,4152931,8321,1453
2826,4156139,4156161,23,110620,4156151,8342,3220
2827,4157063,4157085,23,110603,4157075,8334,924
2828,4157461,4157483,23,109808,4157473,8160,398
2829,4158686,4158707,22,110562,4158697,8292,1224
2830,4159390,4159411,22,110585,4159402,8216,705
2831,4162259,4162281,23,110615,4162271,8375,2869
2832,4163983,4164004,22,110597,4163995,8293,1724
2833,4164466,4164487,22,110463,4164477,8231,482
2834,4164821,4164843,23,108443,4164833,8046,356
2835,4165478,4165499,22,110569,4165489,8326,656
2836,4167053,4167074,22,110574,4167064,8320,1575
2837,4168027,4168049,23,110608,4168039,8347,975
2838,4168873,4168895,23,110604,4168885,8362,846
2839,4169918,4169940,23,110622,4169930,8377,1045
2840,4170947,4170969,23,110606,4170959,8299,1029
2841,4171484,4171506,23,110485,4171496,8253,537
2842,4172389,4172410,22,110551,4172400,8284,904
2843,4173607,4173628,22,110577,4173619,8244,1219
2844,4175064,4175086,23,110616,4175076,8333,1457
2845,4175667,4175688,22,110521,4175678,8197,602
2846,4178371,4178392,22,110548,4178383,8283,2705
2847,4178692,4178714,23,104448,4178704,7623,321
2848,4180593,4180615,23,110615,4180605,8320,1901
2849,4180849,4180872,24,102562,4180861,7346,256
2850,4181577,4181598,22,110554,4181588,8278,727
2851,4183870,4183891,22,110565,4183882,8261,2294
2852,4186187,4186208,22,110561,4186198,8283,2316
2853,4189433,4189454,22,110550,4189444,8328,3246
2854,4190319,4190341,23,110676,4190331,8476,887
2855,4192713,4192734,22,110620,4192724,8379,2393
2856,4193076,4193098,23,110214,4193088,8232,364
2857,4194091,4194112,22,110624,4194103,8447,1015
2858,4195342,4195363,22,110627,4195353,8489,1250
2859,4195601,4195623,23,102943,4195613,7518,260
2860,4198303,4198324,22,110650,4198314,8384,2701
2861,4200384,4200405,22,110674,4200396,8495,2082
2862,4202002,4202023,22,110675,4202013,8441,1617
2863,4202525,4202546,22,110635,4202536,8412,523
2864,4204312,4204333,22,110661,4204323,8512,1787
2865,4204620,4204642,23,109109,4204632,8195,309
2866,4205129,4205150,22,110650,4205140,8495,508
2867,4205598,4205619,22,110615,4205609,8455,469
2868,4207098,4207120,23,110695,4207110,8546,1501
2869,4207782,4207803,22,110651,4207793,8466,683
2870,4209097,4209118,22,110673,4209108,8531,1315
2871,4209782,4209803,22,110679,4209794,8459,686
2872,4210745,4210766,22,110575,4210757,8423,963
2873,4214354,4214375,22,110607,4214365,8328,3608
2874,4215633,4215654,22,110597,4215645,8358,1280
2875,4216753,4216774,22,110610,4216765,8378,1120
2876,4217035,4217057,23,103629,4217047,7578,282
2877,4218211,4218232,22,110570,4218223,8407,1176
2878,4219481,4219502,22,110590,4219492,8339,1269
2879,4219791,4219813,23,106000,4219803,7841,311
2880,4221410,4221432,23,110676,4221422,8434,1619
2881,4223110,4223132,23,110666,4223122,8439,1700
2882,4225766,4225787,22,110605,4225778,8387,2656
2883,4227909,4227930,22,110651,4227921,8374,2143
2884,4228774,4228795,22,110624,4228785,8367,864
2885,4229187,4229208,22,110461,4229198,8246,413
2886,4231408,4231429,22,110677,4231419,8561,2221
2887,4233806,4233827,22,110670,4233818,8418,2399
2888,4234326,4234347,22,110656,4234338,8405,520
2889,4236037,4236058,22,110653,4236048,8455,1710
2890,4236680,4236701,22,110661,4236692,8554,644
2891,4237552,4237572,21,110580,4237563,8569,871
2892,4237847,4237868,22,108141,4237858,8042,295
2893,4238503,4238524,22,110659,4238515,8489,657
2894,4239153,4239174,22,110666,4239164,8516,649
2895,4239449,4239470,22,108304,4239461,7989,297
2896,4240372,4240393,22,110597,4240384,8450,923
2897,4241857,4241878,22,110606,4241868,8454,1484
2898,4242306,4242328,23,110653,4242318,8389,450
2899,4243537,4243559,23,110660,4243549,8485,1231
2900,4245432,4245453,22,110644,4245444,8355,1895
2901,4245859,4245880,22,110534,4245871,8320,427
2902,4246974,4246995,22,110624,4246985,8463,1114
2903,4248172,4248193,22,110648,4248184,8362,1199
2904,4253496,4253517,22,110608,4253507,8490,5323
2905,4253785,4253807,23,105611,4253797,7816,290
2906,4255582,4255603,22,110641,4255593,8420,1796
2907,4256855,4256876,22,110633,4256867,8409,1274
2908,4257839,4257860,22,110609,4257850,8477,983
2909,4258811,4258832,22,110609,4258823,8476,973
2910,4260942,4260963,22,110697,4260954,8583,2131
2911,4261336,4261357,22,110739,4261347,8419,393
2912,4262946,4262967,22,110723,4262958,8581,1611
2913,4265766,4265787,22,110693,4265777,8603,2819
2914,4266398,4266419,22,110699,4266409,8462,632
2915,4267559,4267580,22,110703,4267571,8563,1162
2916,4268407,4268428,22,110697,4268419,8565,848
2917,4269199,4269220,22,110698,4269210,8507,791
2918,4270679,4270699,21,110706,4270690,8611,1480
2919,4270963,4270985,23,108978,4270975,8193,285
2920,4272595,4272616,22,110740,4272607,8609,1632
2921,4273107,4273128,22,110700,4273118,8524,511
2922,4273779,4273800,22,110715,4273790,8577,672
2923,4274659,4274679,21,110657,4274670,8621,880
2924,4275744,4275764,21,110679,4275755,8583,1085
